Name;Code;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
AKZO NOBEL - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;H:AKZA(ENERDP0961);587.22;1100.4;1132.69;1146.91;NA;NA;100.83;NA;1384.74;1375.21;NA
DEUTSCHE LUFTHANSA - DIVIDEND YIELD;D:LHA(DY);0;6.38;2.14;0;3.42;0;1.19;1.76;1.98;4.53;0
DEUTSCHE LUFTHANSA;D:LHA(P);15.705;9.399;11.7;15.101;13.17;13.109;12.6;28.488;20.25;17.67;9.782
DEUTSCHE LUFTHANSA - HISTORICAL VOLATILITY 5 YEARS;400E(D:LHA);0.3005;0.3194;0.3279;0.3009;0.3031;0.3005;0.3081;0.3156;0.3247;0.3295;0.4583
DEUTSCHE LUFTHANSA - RETURN ON EQUITY - TOTAL (%);D:LHA(WC08301);15.78;-0.16;12.23;5.78;1.1;34.88;27.69;28.56;23.42;12.37;NA
DEUTSCHE LUFTHANSA - Environment Pillar Score;D:LHA(ENSCORE);68.21;81.53;75.98;78.89;80.54;87.19;87.65;88.02;85.36;76.62;NA
DEUTSCHE LUFTHANSA - RESEARCH & DEVELOPMENT/SALES;D:LHA(WC08341);0.03;0.05;0.03;0.03;0.03;0.05;0.08;0.08;0.12;0.13;NA
DEUTSCHE LUFTHANSA - Governance Pillar Score;D:LHA(CGSCORE);29.43;38.31;30.71;46.6;28.33;27.66;38.21;41.82;57.17;50.93;NA
DEUTSCHE LUFTHANSA - Social Pillar Score;D:LHA(SOSCORE);63.64;76.89;78.59;78.86;79.34;79.47;81.47;83.16;83.33;81.33;NA
DEUTSCHE LUFTHANSA - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:LHA(ENERDP0961);NA;NA;NA;NA;NA;NA;263.62;250.2;272.04;259.33;NA
FRESENIUS - DIVIDEND YIELD;D:FRE(DY);1.18;1.18;1.12;1.11;1.01;0.66;0.82;0.92;1.4;1.67;2.22
FRESENIUS;D:FRE(P);21.14;24.383;28.192;33.064;41.324;66.888;67.45;67.139;53.52;48.025;37.79
FRESENIUS - HISTORICAL VOLATILITY 5 YEARS;400E(D:FRE);0.2956;0.2936;0.2914;0.2366;0.194;0.2149;0.2183;0.2043;0.235;0.2568;0.3452
FRESENIUS - RETURN ON EQUITY - TOTAL (%);D:FRE(WC08301);12.7;11.8;13.08;12.17;11.95;13.41;13.1;13.78;13.94;11.7;NA
FRESENIUS - Environment Pillar Score;D:FRE(ENSCORE);74.09;61.15;48.47;41.39;50.79;58.54;52.56;44.71;61.4;59.87;NA
FRESENIUS - RESEARCH & DEVELOPMENT/SALES;D:FRE(WC08341);1.52;1.53;1.47;1.4;1.47;1.53;1.65;1.6;1.94;1.7;NA
FRESENIUS - Governance Pillar Score;D:FRE(CGSCORE);42.08;63.45;46.17;39.75;50.7;29.76;31.46;57.65;67.32;82.1;NA
FRESENIUS - Social Pillar Score;D:FRE(SOSCORE);58.69;56.1;48.68;46.14;50.19;55.38;53.48;75.43;88.45;77.18;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
JUST EAT TAKEAWA - DIVIDEND YIELD;H:TKWY(DY);NA;NA;NA;NA;NA;NA;0;0;0;0;0
JUST EAT TAKEAWA;H:TKWY(P);NA;NA;NA;NA;NA;NA;21.73;42.59;50.5;78.55;90.34
JUST EAT TAKEAWA - HISTORICAL VOLATILITY 5 YEARS;400E(H:TKWY);NA;NA;NA;NA;NA;NA;0;0.3151;0.3391;0.3278;0.4185
JUST EAT TAKEAWA - RETURN ON EQUITY - TOTAL (%);H:TKWY(WC08301);NA;NA;NA;NA;-19.22;-33.11;-26.05;-24.9;-9.71;-18.17;NA
JUST EAT TAKEAWA - Environment Pillar Score;H:TKWY(ENSCORE);NA;NA;NA;NA;NA;NA;NA;NA;8.3;22.46;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
JUST EAT TAKEAWA - Governance Pillar Score;H:TKWY(CGSCORE);NA;NA;NA;NA;NA;NA;NA;NA;22.01;26.38;NA
JUST EAT TAKEAWA - Social Pillar Score;H:TKWY(SOSCORE);NA;NA;NA;NA;NA;NA;NA;NA;40.46;56.01;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
KERRY GROUP 'A' - DIVIDEND YIELD;KRZ(DY);0.99;1.14;0.86;0.78;0.78;0.64;0.83;0.66;0.69;0.62;0.67
KERRY GROUP 'A';KRZ(P);25.285;26.15;38.4;47.18;53.26;73;62.08;87.9;93.65;117.3;121.6
KERRY GROUP 'A' - HISTORICAL VOLATILITY 5 YEARS;400E(KRZ);0.2669;0.2497;0.2439;0.2174;0.1679;0.1771;0.1922;0.1789;0.176;0.1692;0.1977
KERRY GROUP 'A' - RETURN ON EQUITY - TOTAL (%);KRZ(WC08301);22.28;20.78;13.83;4.24;22.84;20.91;18.12;17.65;14.21;13.18;NA
KERRY GROUP 'A' - Environment Pillar Score;KRZ(ENSCORE);22.64;22.27;28.44;29.61;30.57;31.21;38.82;41.85;49.3;49.78;NA
KERRY GROUP 'A' - RESEARCH & DEVELOPMENT/SALES;KRZ(WC08341);3.15;3.15;3.18;3.19;3.42;3.84;4.25;4.19;4.16;4.02;NA
KERRY GROUP 'A' - Governance Pillar Score;KRZ(CGSCORE);14.24;33.73;32.59;22.41;30.7;32.51;49.56;33.33;59.82;63.4;NA
KERRY GROUP 'A' - Social Pillar Score;KRZ(SOSCORE);35.36;38.91;52.54;50.63;60.62;63.29;71.84;69.79;76.27;76.14;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
KNORR BREMSE - DIVIDEND YIELD;D:KBX(DY);NA;NA;NA;NA;NA;NA;NA;NA;0;2.03;1.72
KNORR BREMSE;D:KBX(P);NA;NA;NA;NA;NA;NA;NA;NA;80.87;86.04;104.56
KNORR BREMSE - HISTORICAL VOLATILITY 5 YEARS;400E(D:KBX);NA;NA;NA;NA;NA;NA;NA;NA;0;0.1872;0.3089
KNORR BREMSE - RETURN ON EQUITY - TOTAL (%);D:KBX(WC08301);38.03;41.39;31.7;35.52;44.53;41.19;39.11;40.33;35.39;35.81;NA
KNORR BREMSE - Environment Pillar Score;D:KBX(ENSCORE);NA;NA;NA;NA;NA;NA;NA;54.14;74.8;76.87;NA
KNORR BREMSE - RESEARCH & DEVELOPMENT/SALES;D:KBX(WC08341);4.72;4.92;5.81;5.87;5.68;5.96;5.98;5.75;0.61;0.62;NA
KNORR BREMSE - Governance Pillar Score;D:KBX(CGSCORE);NA;NA;NA;NA;NA;NA;NA;18.29;28.44;34.37;NA
KNORR BREMSE - Social Pillar Score;D:KBX(SOSCORE);NA;NA;NA;NA;NA;NA;NA;82.65;73.94;78.83;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
NATURGY ENERGY - DIVIDEND YIELD;E:CTG(DY);7.23;6;6.57;4.92;4.04;4.69;5.67;5.53;3.7;3.57;7.26
NATURGY ENERGY;E:CTG(P);10.0782;12.2524;12.005;18.165;22.225;19.23;16.27;18.095;22.97;23.81;19.45
NATURGY ENERGY - HISTORICAL VOLATILITY 5 YEARS;400E(E:CTG);0.3638;0.3618;0.3514;0.3451;0.2478;0.2338;0.2337;0.209;0.1891;0.1897;0.2865
NATURGY ENERGY - RETURN ON EQUITY - TOTAL (%);E:CTG(WC08301);10.89;10.96;11.06;10.82;10.6;10.54;9.1;9.08;-21.98;13.03;NA
NATURGY ENERGY - Environment Pillar Score;E:CTG(ENSCORE);63.86;76.43;82.37;82.61;82.61;84.69;95.12;97.09;92.43;NA;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
NATURGY ENERGY - Governance Pillar Score;E:CTG(CGSCORE);42.47;54.36;48.22;43.66;52.78;38.29;38.43;34.66;37.8;NA;NA
NATURGY ENERGY - Social Pillar Score;E:CTG(SOSCORE);93.33;89.45;92.48;92.96;90.01;94.26;90.52;95.26;96.3;NA;NA
NATURGY ENERGY - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;E:CTG(ENERDP0961);795.92;4013.63;3142.11;2826.9;3201.44;4046.75;4576.74;4065.61;3776.22;NA;NA
SAMPO 'A' - DIVIDEND YIELD;M:SAMA(DY);5.06;6.08;5.12;3.88;4.32;4.35;5.13;5.05;6.45;7.58;4.07
SAMPO 'A';M:SAMA(P);19.4687;18.6312;23.1142;34.2772;37.6566;44.1791;41.2824;44.8293;39.706;37.06;36.83
SAMPO 'A' - HISTORICAL VOLATILITY 5 YEARS;400E(M:SAMA);0.2493;0.24;0.2427;0.2254;0.1872;0.1959;0.1961;0.1721;0.1638;0.1673;0.3148
SAMPO 'A' - RETURN ON EQUITY - TOTAL (%);M:SAMA(WC08301);14.27;12.42;15.67;15.34;15.75;16.25;15.5;19.72;14.38;9.97;NA
SAMPO 'A' - Environment Pillar Score;M:SAMA(ENSCORE);9.04;11.23;35.02;35.74;39.59;52.47;53.58;53.01;51.35;48.94;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
SAMPO 'A' - Governance Pillar Score;M:SAMA(CGSCORE);28.93;24.4;22.03;20.36;40.14;9.12;16.82;19.88;27.78;24.47;NA
SAMPO 'A' - Social Pillar Score;M:SAMA(SOSCORE);15.22;14.77;21.77;21.82;19.91;17.92;25.46;48.94;53.85;41.52;NA
SAMPO 'A' - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;M:SAMA(ENERDP0961);NA;1.45;1.21;1.04;1.22;1.09;1.08;1.07;0.99;0.96;NA
SIEMENS GAMESA RENEWABLE ENERGY - DIVIDEND YIELD;E:GAM(DY);3.86;0.2;0.42;0;0;0.54;0.83;19.7;4.54;0.19;0.19
SIEMENS GAMESA RENEWABLE ENERGY;E:GAM(P);4.9184;3.2486;1.549;7.279;7.438;15.355;18.465;10.475;11.98;13.615;27.06
SIEMENS GAMESA RENEWABLE ENERGY - HISTORICAL VOLATILITY 5 YEARS;400E(E:GAM);0.4726;0.4847;0.5038;0.517;0.4876;0.4703;0.4446;0.4166;0.383;0.3926;0.4
SIEMENS GAMESA RENEWABLE ENERGY - RETURN ON EQUITY - TOTAL (%);E:GAM(WC08301);3.14;3.09;-48.74;4.31;7.66;11.69;18.31;-0.58;1.13;2.3;NA
SIEMENS GAMESA RENEWABLE ENERGY - Environment Pillar Score;E:GAM(ENSCORE);80.09;82.11;82.36;80.85;80.73;77.65;77.33;73.11;76.85;73.76;NA
SIEMENS GAMESA RENEWABLE ENERGY - RESEARCH & DEVELOPMENT/SALES;E:GAM(WC08341);NA;NA;NA;2.49;1.6;1.26;1.19;2.16;1.82;2.03;NA
SIEMENS GAMESA RENEWABLE ENERGY - Governance Pillar Score;E:GAM(CGSCORE);56.67;68.12;58.44;53.95;50.45;77.75;59.03;63.53;70.48;50.77;NA
SIEMENS GAMESA RENEWABLE ENERGY - Social Pillar Score;E:GAM(SOSCORE);87.9;94.87;88.62;90.55;83.21;83.54;84;78.2;81.08;74.96;NA
SIEMENS GAMESA RENEWABLE ENERGY - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;E:GAM(ENERDP0961);NA;NA;72.16;56.49;70.47;64.58;74.91;NA;NA;NA;NA
TELEFONICA - DIVIDEND YIELD;E:TEF(DY);7.3;11.02;3.5;6.09;5.99;6.14;8.98;4.67;5.34;5.92;10.79
TELEFONICA;E:TEF(P);14.9638;11.5797;8.6268;10.6133;10.5831;10.7591;7.6973;8.2243;7.1971;6.4886;3.498
TELEFONICA - HISTORICAL VOLATILITY 5 YEARS;400E(E:TEF);0.2166;0.2249;0.2228;0.2448;0.2494;0.2415;0.2469;0.237;0.2099;0.2187;0.3341
TELEFONICA - RETURN ON EQUITY - TOTAL (%);E:TEF(WC08301);44.03;23.45;18.66;22.06;13.3;14.07;12.46;16.28;16.8;4.91;NA
TELEFONICA - Environment Pillar Score;E:TEF(ENSCORE);84.25;86.96;87.45;88.36;82.94;81.05;78.68;78.59;79.01;80.29;NA
TELEFONICA - RESEARCH & DEVELOPMENT/SALES;E:TEF(WC08341);1.31;1.56;1.72;1.83;2.21;2.14;1.74;1.66;1.94;1.79;NA
TELEFONICA - Governance Pillar Score;E:TEF(CGSCORE);58.69;77.18;62.99;73.09;68.64;67;60.94;56.73;71.1;61.07;NA
TELEFONICA - Social Pillar Score;E:TEF(SOSCORE);90.97;90.16;88.76;93.61;93.76;96.17;97.5;94.9;96.2;96.37;NA
TELEFONICA - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;E:TEF(ENERDP0961);0.59;1.71;0.49;0.46;0.69;20.1;47.65;39.44;41.11;39.13;NA
THALES - DIVIDEND YIELD;F:CSF(DY);1.76;2.05;3;1.99;2.91;1.67;1.56;1.86;1.57;2.45;0.5
THALES;F:CSF(P);28.425;24.43;25.975;45.22;40.905;67.7;90.13;88.64;111.65;88.96;79.26
THALES - HISTORICAL VOLATILITY 5 YEARS;400E(F:CSF);0.2411;0.2366;0.2394;0.2382;0.2276;0.2216;0.2189;0.1957;0.1757;0.1775;0.265
THALES - RETURN ON EQUITY - TOTAL (%);F:CSF(WC08301);-2.9;13.14;12.32;15.39;18.75;18.16;20.38;16.49;18.49;20.13;NA
THALES - Environment Pillar Score;F:CSF(ENSCORE);82.59;63.46;59.57;65.13;58.21;59;60.81;64.37;62.77;64.87;NA
THALES - RESEARCH & DEVELOPMENT/SALES;F:CSF(WC08341);4.67;4.75;4.86;4.74;4.94;4.92;4.95;5.08;5.56;5.97;NA
THALES - Governance Pillar Score;F:CSF(CGSCORE);25.16;15.02;10.86;17.17;25.51;20.58;19.07;24.05;39.08;45.42;NA
THALES - Social Pillar Score;F:CSF(SOSCORE);42.59;56.24;63.16;56.95;53.23;53.7;58.93;57.46;57.85;65.2;NA
THALES - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:CSF(ENERDP0961);5.52;6.28;5.75;6.13;7.03;6.73;5.17;4.23;944.62;818.32;NA
UCB - DIVIDEND YIELD;B:UCB(DY);2.77;2.46;1.79;1.53;1.28;0.99;1.25;1.28;1.07;1.17;0.93
UCB;B:UCB(P);26.035;29.82;41.815;50.02;60.96;80.48;64.31;62.7;77;72.44;92.96
UCB - HISTORICAL VOLATILITY 5 YEARS;400E(B:UCB);0.3698;0.3795;0.3687;0.2733;0.2498;0.2399;0.2336;0.2542;0.2313;0.2265;0.2729
UCB - RETURN ON EQUITY - TOTAL (%);B:UCB(WC08301);2.29;5.16;5.88;4.84;4.74;12.36;9.49;13.21;13.2;11.87;NA
UCB - Environment Pillar Score;B:UCB(ENSCORE);48.65;54.19;47.29;47.78;45.77;58.06;57.59;71.53;73.82;74.85;NA
UCB SA - RESEARCH & DEVELOPMENT/SALES;B:UCB(WC08341);25.31;27.12;25.71;25.1;27.75;26.75;24.41;23.33;25.06;25.89;NA
UCB SA - Governance Pillar Score;B:UCB(CGSCORE);84.14;76.75;82.37;86.22;86.5;84.72;55.57;75.71;75.89;88.24;NA
UCB SA - Social Pillar Score;B:UCB(SOSCORE);27.61;32.88;38.24;38.09;48.2;62.2;60.25;83.36;82.33;88.93;NA
UCB SA - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;B:UCB(ENERDP0961);NA;NA;NA;NA;NA;11.1;12.54;10.12;8.47;7.88;NA
WOLTERS KLUWER - DIVIDEND YIELD;H:WSG(DY);4.21;5.27;4.89;3.33;3.13;1.69;2.33;2.32;1.87;1.51;1.66
WOLTERS KLUWER;H:WSG(P);15.69;12.715;13.92;20.74;22.33;31.68;32.67;42.59;52.28;64.7;70.92
WOLTERS KLUWER - HISTORICAL VOLATILITY 5 YEARS;400E(H:WSG);0.2436;0.2464;0.257;0.2025;0.2082;0.2262;0.2237;0.2062;0.2084;0.1768;0.1951
WOLTERS KLUWER - RETURN ON EQUITY - TOTAL (%);H:WSG(WC08301);19.55;7.61;20.93;22.24;25.78;18.48;19.2;27.11;29.23;28.87;NA
WOLTERS KLUWER - Environment Pillar Score;H:WSG(ENSCORE);35.68;55.51;57.34;57.11;69.83;69.08;70.4;65.58;64.88;64.08;NA
WOLTERS KLUWER - RESEARCH & DEVELOPMENT/SALES;H:WSG(WC08341);NA;NA;6.36;6.93;6.94;8.34;8.54;8.73;9.77;9.82;NA
WOLTERS KLUWER - Governance Pillar Score;H:WSG(CGSCORE);44.37;77.19;65.57;68.29;70.24;55.18;58.84;65.45;73.25;60.33;NA
WOLTERS KLUWER - Social Pillar Score;H:WSG(SOSCORE);83.57;71.08;64.42;72.14;63.24;65.97;66.98;68.78;69.41;76.83;NA
WOLTERS KLUWER - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;H:WSG(ENERDP0961);6.51;4.55;3.84;3.26;3.84;4.51;4.26;3.68;4;3.83;NA
DAVIDE CAMPARI MILANO - DIVIDEND YIELD;I:CPR(DY);0.65;1.19;1.27;1.14;1.52;0.99;1.05;0.35;0.65;0.6;0.56
DAVIDE CAMPARI MILANO;I:CPR(P);2.3037;2.5175;2.765;3.075;2.63;4.04;4.2825;6.44;7.69;8.335;9.778
DAVIDE CAMPARI MILANO - HISTORICAL VOLATILITY 5 YEARS;400E(I:CPR);0.2198;0.2223;0.2351;0.1817;0.1775;0.1897;0.2158;0.2078;0.2268;0.2152;0.31
DAVIDE CAMPARI MILANO - RETURN ON EQUITY - TOTAL (%);I:CPR(WC08301);13.62;12.18;11.22;10.62;8.69;10.57;9.12;18.55;14.43;13.55;NA
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
EDP ENERGIAS DE PORTUGAL - DIVIDEND YIELD;P:ECP(DY);6.03;7.39;9.63;6.78;5.73;5.85;6.99;6.42;6.18;5.12;4.12
EDP ENERGIAS DE PORTUGAL;P:ECP(P);2.5108;2.2469;1.8785;2.6681;3.1558;3.0923;2.587;2.8929;3.0053;3.6269;4.507
EDP ENERGIAS DE PORTUGAL - HISTORICAL VOLATILITY 5 YEARS;400E(P:ECP);0.2318;0.2319;0.2411;0.2257;0.2231;0.2298;0.224;0.2088;0.1943;0.1868;0.2358
EDP ENERGIAS DE PORTUGAL - RETURN ON EQUITY - TOTAL (%);P:ECP(WC08301);14.25;14.09;12.42;12.08;12.15;10.52;10.63;11.75;5.61;5.74;NA
EDP ENERGIAS DE PORTUGAL - Environment Pillar Score;P:ECP(ENSCORE);83.54;81.16;71.24;71.32;81.81;90.22;86.22;82.68;83.78;79.15;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
EDP ENERGIAS DE PORTUGAL - Governance Pillar Score;P:ECP(CGSCORE);79.17;75.58;78.24;78.73;49.46;41.52;65.03;42.73;60.1;53.84;NA
EDP ENERGIAS DE PORTUGAL - Social Pillar Score;P:ECP(SOSCORE);79.83;83.81;84.32;86.57;89.52;89.87;89.64;88.12;86.47;94.25;NA
EDP ENERGIAS DE PORTUGAL - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;P:ECP(ENERDP0961);1.32;49.66;1154.38;772.8;672.32;867.77;812.64;690.3;646.83;730.05;NA
FERROVIAL - DIVIDEND YIELD;E:FERC(DY);5.4;5.49;4.12;4.67;4.3;3.12;4.38;3.93;4.08;2.71;2.95
FERROVIAL;E:FERC(P);6.0803;7.111;8.5371;10.8814;12.6046;18.64;14.3707;16.6546;16.7493;25.512;23.83
FERROVIAL - HISTORICAL VOLATILITY 5 YEARS;400E(E:FERC);0.434;0.4187;0.414;0.3118;0.2596;0.176;0.1773;0.171;0.1662;0.1594;0.2756
FERROVIAL - RETURN ON EQUITY - TOTAL (%);E:FERC(WC08301);52.15;22.4;12.08;12.78;7.06;12.28;6.45;8.18;-8.93;5.89;NA
FERROVIAL - Environment Pillar Score;E:FERC(ENSCORE);58.16;55.78;64.72;65.38;67.97;60.62;59.58;59.29;58.77;NA;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
FERROVIAL - Governance Pillar Score;E:FERC(CGSCORE);71.15;63.56;63.14;67;55.88;69.44;55.29;70.75;77.31;NA;NA
FERROVIAL - Social Pillar Score;E:FERC(SOSCORE);97.19;93.85;89.76;90.3;96.23;85.85;84.11;83.88;81.56;NA;NA
FERROVIAL - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;E:FERC(ENERDP0961);204.47;361.78;1205.7;314.97;358.12;347.13;266.7;468.12;433;NA;NA
HANNOVER RUECK - DIVIDEND YIELD;D:HNR1(DY);5.55;6.15;3.8;4.92;4.41;4.03;4.6;4.63;4.06;3.11;3.73
HANNOVER RUECK;D:HNR1(P);37.805;37.395;55.3;60.961;68.057;105.4;103.25;108.01;123.1;169;147.4
HANNOVER RUECK - HISTORICAL VOLATILITY 5 YEARS;400E(D:HNR1);0.2501;0.2593;0.2413;0.2089;0.186;0.2108;0.2109;0.2065;0.1971;0.1843;0.3446
HANNOVER RUECK - RETURN ON EQUITY - TOTAL (%);D:HNR1(WC08301);19.68;14;17.91;17.22;16.8;16.75;15.16;12.13;13.13;14.53;NA
HANNOVER RUECK - Environment Pillar Score;D:HNR1(ENSCORE);23.35;29.14;41.96;42.12;43.05;56.06;55.67;56.61;53.82;51.46;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
HANNOVER RUECK - Governance Pillar Score;D:HNR1(CGSCORE);35.25;70.71;66.64;67.69;56.07;59.95;45.6;51.98;57.49;36.05;NA
HANNOVER RUECK - Social Pillar Score;D:HNR1(SOSCORE);57.49;54.15;64.78;75.11;84.03;87.5;73.4;74.52;71.64;71.84;NA
HANNOVER RUECK - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:HNR1(ENERDP0961);0.28;0.3;0.26;0.37;0.45;0.47;0.48;0.38;0.38;NA;NA
JDE PEET S - DIVIDEND YIELD;H:JDPS(DY);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
JDE PEET S;H:JDPS(P);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35.13
JDE PEET S - HISTORICAL VOLATILITY 5 YEARS;400E(H:JDPS);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1491
JDE PEET S - RETURN ON EQUITY - TOTAL (%);H:JDPS(WC08301);NA;NA;NA;NA;NA;NA;NA;NA;6.06;5.92;NA
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
MICHELIN - DIVIDEND YIELD;F:MCL(DY);1.81;3.83;3.22;3.02;3.48;2.69;2.95;2.75;3.99;3.26;1.89
MICHELIN;F:MCL(P);55.32;46.53;65.21;79.41;71.88;92.97;96.76;118.35;89.06;113.4;106.1
MICHELIN - HISTORICAL VOLATILITY 5 YEARS;400E(F:MCL);0.3623;0.3702;0.3484;0.3169;0.2648;0.2567;0.2224;0.1882;0.1862;0.204;0.287
MICHELIN - RETURN ON EQUITY - TOTAL (%);F:MCL(WC08301);15.22;18.66;18.8;12.62;10.93;12.21;16.57;15.48;14.25;13.71;NA
MICHELIN - Environment Pillar Score;F:MCL(ENSCORE);50.57;50.36;47.99;54.85;59.16;64.33;64.74;67.76;69.01;76.05;NA
MICHELIN - RESEARCH & DEVELOPMENT/SALES;F:MCL(WC08341);3.05;2.86;2.9;3.18;3.35;3.25;3.43;2.92;2.94;2.85;NA
MICHELIN - Governance Pillar Score;F:MCL(CGSCORE);81.98;74.64;76.88;74.37;85.93;82.58;86.77;81.56;83.75;86.71;NA
MICHELIN - Social Pillar Score;F:MCL(SOSCORE);69.7;69.01;70.01;70.65;81.61;80.08;90.37;91.82;89.72;90.49;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
ADP - DIVIDEND YIELD;F:ADP(DY);2.33;2.81;3.04;2.59;1.94;1.79;2.9;1.7;1.89;2.12;0.61
ADP;F:ADP(P);58.73;54.15;57.96;80;95.2;107.05;89.87;155.25;182.9;174.3;114.9
ADP - HISTORICAL VOLATILITY 5 YEARS;400E(F:ADP);0.3035;0.2958;0.2649;0.1997;0.1879;0.1789;0.1716;0.1776;0.1788;0.1848;0.4517
ADP - RETURN ON EQUITY - TOTAL (%);F:ADP(WC08301);9.04;9.93;9.31;8.09;10.33;10.61;10.35;12.89;12.94;11.9;NA
ADP - Environment Pillar Score;F:ADP(ENSCORE);66.49;70.15;79.6;83.89;84.67;80.09;82.56;80.12;81.16;NA;NA
ADP - RESEARCH & DEVELOPMENT/SALES;F:ADP(WC08341);NA;NA;1.03;1.26;1.36;1.41;2.21;1.91;1.9;1.77;NA
ADP - Governance Pillar Score;F:ADP(CGSCORE);50.75;69.79;52.87;62.69;48.32;63.4;60.38;49.19;66.72;NA;NA
ADP - Social Pillar Score;F:ADP(SOSCORE);54.37;64.2;67.15;70.43;69.56;74.13;80.13;73.79;87;NA;NA
ADP - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:ADP(ENERDP0961);NA;366.9;527.72;310.14;351.95;384.55;399.17;285.41;272.24;NA;NA
ALSTOM - DIVIDEND YIELD;F:ALOT(DY);3.75;2.42;3.06;3.09;0;0;0;0.73;0.9;0;0
ALSTOM;F:ALOT(P);26.7243;20.7061;21.1017;21.9211;23.3741;23.7172;21.7394;27.7495;31.483;35.5231;39.9461
ALSTOM - HISTORICAL VOLATILITY 5 YEARS;400E(F:ALOT);0.4089;0.4037;0.3928;0.3488;0.3621;0.3454;0.3409;0.3135;0.295;0.2254;0.2763
ALSTOM - RETURN ON EQUITY - TOTAL (%);F:ALOT(WC08301);35.06;11.34;17.46;17.18;11.08;-15.67;80.97;8.33;12.46;18.24;12.69
ALSTOM - Environment Pillar Score;F:ALOT(ENSCORE);90.99;89.97;94.59;95.19;93.89;94.62;95.74;95.92;96.28;96.59;98.99
ALSTOM - RESEARCH & DEVELOPMENT/SALES;F:ALOT(WC08341);2.84;3.36;2.44;2.77;2.64;0.8;1.21;1.74;1.75;2.94;3
ALSTOM - Governance Pillar Score;F:ALOT(CGSCORE);66.81;70.37;59.68;79.03;65.72;74.88;67.66;67.69;89.21;81.21;83.07
ALSTOM - Social Pillar Score;F:ALOT(SOSCORE);73.45;72.77;83.94;83.07;81.02;85.68;89.5;86.4;84.23;84.01;84.16
ALSTOM - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:ALOT(ENERDP0961);NA;NA;0.83;5.97;17.63;4.08;3.96;4.11;2.43;2.76;2.88
ARCELORMITTAL - DIVIDEND YIELD;H:MT(DY);2.45;3.78;1.34;1.24;1.6;3.43;0;0;0.3;1.18;0
ARCELORMITTAL;H:MT(P);53.8108;32.0434;26.7048;29.0077;22.4943;10.4632;20.049;23.75;21.765;15.156;14.164
ARCELORMITTAL - HISTORICAL VOLATILITY 5 YEARS;400E(H:MT);0.5376;0.5589;0.5445;0.4222;0.3554;0.3703;0.4503;0.4565;0.4523;0.4989;0.6085
